Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1LWW4PgKyEVOdWRl4JKM4Q,"Sugar Daddy - Theme from Vinyl","VINYL: Music From The HBO® Original Series - Vol. 1","Sturgill Simpson,Vinyl on HBO",2016-02-12,225266,39,false,,2016-12-03T00:00:00Z,"outlaw country,alt country,bluegrass,americana,red dirt,country,newgrass","Atlantic Records",0.26,0.929,0,-5.841,1,0.143,0.343,0.0356,0.139,0.358,81.971,4
spotify:track:1Hg4ovrM4rgzLd3WVBR2bf,"Personality Crisis","VINYL: Music From The HBO® Original Series - Vol. 1","David Johansen,Vinyl on HBO",2016-02-12,224973,20,false,,2016-12-03T00:00:00Z,"glam rock","Atlantic Records",0.311,0.906,7,-3.653,1,0.0505,0.0376,0,0.155,0.49,164.759,4
spotify:track:48XmJeXenVsw9jZAe44Miv,"No Fun","VINYL: THE ESSENTIALS: BEST OF SEASON 1","Charli xcx,Vinyl on HBO",2016-04-15,240293,13,false,,2016-12-03T00:00:00Z,"hyperpop,art pop","Atlantic Records",0.482,0.836,7,-3.815,1,0.0338,0.00229,0.000229,0.0674,0.832,123.741,4
spotify:track:6baN5nSUIVTsUyugSuAj7U,"Main Titles","Blade Runner (Music From The Original Soundtrack)","Vangelis",1994-06-06,222373,50,false,,2016-12-03T00:00:00Z,"new age","EastWest U.K.",0.215,0.22,4,-19.356,1,0.0456,0.0016,0.262,0.442,0.033,117.476,4
spotify:track:2mMEqAlJopECAfsLKgJiFq,"Buen Viaje","Arunima","Hello Seahorse!",2012-01-01,225800,0,false,,2016-12-03T00:00:00Z,"mexican indie,latin indie,mexican rock,latin alternative,rock en español","EMI México",0.491,0.873,9,-4.937,1,0.0565,0.0119,0.0229,0.112,0.488,159.977,4
spotify:track:4LujRMTMwAfFKjm45tixHY,"Straight Outta Compton","Straight Outta Compton (2002 - Remaster)","N.W.A.",1988-08-08,259226,2,true,,2016-12-03T00:00:00Z,"old school hip hop,gangster rap,west coast hip hop,hip hop,rap,g-funk","Priority Records",0.831,0.935,8,-6.02,1,0.197,0.0374,0,0.33,0.367,102.836,4
spotify:track:2Kkm8AR7TA0HkebQkSxPKF,"10 A.M. Automatic","Rubber Factory","The Black Keys",2004-09-24,179133,0,false,,2016-12-03T00:00:00Z,"blues rock,garage rock,modern blues,rock","Fat Possum Records",0.501,0.945,0,-3.311,1,0.104,0.598,0.12,0.0376,0.518,122.478,4
spotify:track:4HICZIjL5ToZJoQLHg0V4R,"You're Supposed to Be My Friend","You're Supposed To Be My Friend","1990s",2006-11-20,222733,0,false,,2016-12-03T00:00:00Z,"","Rough Trade",0.339,0.91,7,-3.312,1,0.142,0.00625,0,0.204,0.486,126.446,4
spotify:track:1eFhGtC7msDWjjG0lrr9Dx,"The Strangest Thing","Older","George Michael",1996-05-13,361640,48,false,,2016-12-03T00:00:00Z,"","Sony Music UK",0.571,0.633,10,-14.079,0,0.0256,0.102,0.57,0.1,0.778,104.073,4
spotify:track:411lRgNKHIDkSbod4A6hu7,"Summer Ends","Agua Roja","Agua Roja",2015-03-23,181720,1,false,,2016-12-03T00:00:00Z,"","Agua Roja",0.593,0.828,6,-5.336,1,0.0299,0.134,0.000827,0.117,0.317,136.996,4
spotify:track:2JxjXg94AQC6w6x2roGY7V,"Soltando Fantasmas","Soltando Fantasmas","Communión",2015-05-12,230680,17,false,,2016-12-03T00:00:00Z,"mexican indie,latin indie,latin alternative","Communión",0.633,0.623,10,-7.851,0,0.0267,0.0215,0.016,0.078,0.34,106.946,4
spotify:track:1fVD0TvI73DlfjyHetwR9O,"Aviation","Everything You’ve Come To Expect","The Last Shadow Puppets,Alex Turner,Miles Kane",2016-04-01,223915,0,false,,2016-12-03T00:00:00Z,"baroque pop","Domino Recording Co",0.356,0.915,0,-7.187,1,0.0862,0.0000789,0.000857,0.177,0.487,172.978,4
spotify:track:4axn2CQHOOH75mXhEHXmsX,"VICTIM","WIN WIN","WIN WIN",2012-03-27,231314,25,false,,2016-12-03T00:00:00Z,"moombahton","Vice Music",0.625,0.93,3,-7.877,1,0.18,0.0165,0.653,0.341,0.352,132.904,4
spotify:track:66uDpG7insZhvrXduJcEAb,"Joey","Joey","Agua Roja",2015,208232,10,false,,2016-12-03T00:00:00Z,"","Agua Roja",0.507,0.833,5,-4.033,1,0.0308,0.387,0.0836,0.143,0.436,135.036,4
spotify:track:3xp4Ys3cq3cwOFfHkib2Js,"Amanda In the Clouds","Northern Automatic Music","Panda Riot",2013-02-19,237473,4,false,,2016-12-03T00:00:00Z,"shoegaze,dream pop","Saint Marie",0.474,0.875,1,-5.923,0,0.0493,0.00574,0.0171,0.0613,0.375,130.034,4
spotify:track:2T6g2wgKWVgbVork8NsAui,"Stranded in the Jungle","VINYL: Music From The HBO® Original Series - Vol. 1","David Johansen,Vinyl on HBO",2016-02-12,284653,14,false,,2016-12-03T00:00:00Z,"glam rock","Atlantic Records",0.589,0.822,7,-5.294,1,0.0719,0.0962,0,0.12,0.614,134.648,4
spotify:track:6ctmMuXGaggNwZ243G0XIg,"Guest","ELLE - It Songs Collection : Sound of Summer (2015)","Jean Tonique,Iris",2015-07-31,224573,0,false,,2016-12-03T00:00:00Z,"nu disco,french house,french indie pop","Believe digital",0.829,0.77,9,-6.488,1,0.0821,0.39,0.000359,0.0395,0.665,114.97,4
spotify:track:5XBLysNk9iqGggbHT7ORBd,"Symphony No. 5 in E Minor Op. 64 TH. 29: I. Andante - Allegro con anima","The Originals - Legendary Recordings From The Deutsche Grammophon Catalogue","Pyotr Ilyich Tchaikovsky,Leningrad Philharmonic Orchestra,Evgeny Mravinsky",2014-01-01,878013,0,false,,2016-12-03T00:00:00Z,"classical,orchestra","Deutsche Grammophon (DG)",0.148,0.128,4,-17.422,0,0.0419,0.978,0.898,0.17,0.117,76.065,4
spotify:track:5lP2EYWk8LFUkM0grPWUFT,"All the Way from Memphis","Mott (Expanded Edition)","Mott The Hoople",1973,302560,43,false,,2016-12-03T00:00:00Z,"glam rock,proto-punk","Columbia/Legacy",0.522,0.833,1,-8.689,1,0.0405,0.0422,0.00446,0.605,0.56,137.147,4
spotify:track:6FYqeL3oEPuUf1d0KVhDRs,"Where Are You Now?","VINYL: Music From The HBO® Original Series - Vol. 1.8","Royal Blood,Vinyl on HBO",2016-04-01,166600,37,false,,2016-12-03T00:00:00Z,"garage rock,rock","Atlantic Records",0.431,0.807,4,-5.816,0,0.0592,0.011,0.0735,0.321,0.248,140.038,4
spotify:track:5O74ULyZSMe152Syw4LCFE,"Me Voy a Ir","Jenny and the Mexicats","Jenny And The Mexicats",2015-05-10,200680,0,false,,2016-12-03T00:00:00Z,"latin folk","Mexicat records",0.734,0.616,7,-6.23,1,0.171,0.087,0,0.326,0.874,89.992,4
spotify:track:3bekxMTpuHXZXjvuGWtBx5,"Toda la Vida","Mis Favoritas","Emmanuel",2010-06-15,287373,52,false,,2016-12-03T00:00:00Z,"latin pop","Sony Music Latin",0.687,0.849,9,-7.855,1,0.0415,0.0377,0.0000103,0.058,0.711,108.711,4
spotify:track:3XrghOExQeuR908Mp1iut6,"Competition","Individ","The Dodos",2015-01-23,199160,0,false,,2016-12-03T00:00:00Z,"","Polyvinyl Records",0.513,0.873,9,-6.298,1,0.0768,0.00364,0.0031,0.151,0.705,148.496,4
