Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:67FMvER1wXDIGzManwB4Xk,"Those Eyes That Mouth","Love's Easy Tears","Cocteau Twins",1986-10-13,218200,56,false,,1970-01-01T00:00:00Z,"shoegaze,dream pop,gothic rock","4AD",0.401,0.675,11,-7.961,0,0.0425,0.0000409,0.825,0.0763,0.27,120.011,3
spotify:track:5S3WiJ7epuN1ZoncPdKevs,"Porno Y Helado","Porno Y Helado (Música De La Serie Original De Amazon)","Martín Piroyansky",2022-03-18,127611,18,false,,1970-01-01T00:00:00Z,"","Amazon Content Services LLC",0.656,0.746,0,-7.902,1,0.0284,0.000629,0.00000132,0.093,0.763,133.956,4
spotify:track:6OZ550Rtz3nCNmYRpjpnjp,"Shark Smile","Capacity","Big Thief",2017-06-09,238893,56,false,,1970-01-01T00:00:00Z,"","4AD",0.618,0.754,6,-8.152,0,0.0852,0.132,0.495,0.116,0.553,131.045,4
spotify:track:1cg4xD453Wuol9fNsRDbsV,"Starburster","Starburster","Fontaines D.C.",2024-04-17,221450,62,true,,1970-01-01T00:00:00Z,"post-punk","XL Recordings",0.511,0.861,10,-5.677,1,0.0659,0.0656,0.00000186,0.0939,0.366,98.021,4
spotify:track:2ahUaJKZpeVF2ynKmUE2Ok,"Morfina","Morfina","Kiddie Gang",2019-08-01,191448,48,false,,1970-01-01T00:00:00Z,"latin r&b","Finesse Records",0.694,0.315,0,-13.077,0,0.0847,0.706,0.36,0.108,0.366,140.082,4
spotify:track:5kGYxfysH95MqbCPDXCtGr,"Concerto for 2 Violins in D Minor BWV 1043: I. Vivace","Bach: Violin Concerto No.1 Bwv 1041 & No.2 Bwv 1042 & No.3 Bwv 1043","Johann Sebastian Bach,Zino Francescatti,Régis Pasquier,Lucerne Festival Strings,Rudolf Baumgartner",1998-01-01,253093,5,false,,1970-01-01T00:00:00Z,"classical,classical piano,chamber music","Deutsche Grammophon (DG)",0.302,0.297,2,-15.523,0,0.0636,0.897,0.388,0.19,0.773,171.869,4
spotify:track:2ppxqVkIvuFfETylSUPPkP,"The End","The End","Justice,Thundercat",2024-04-25,254346,38,false,,1970-01-01T00:00:00Z,"french house,new rave","Genesis",0.429,0.537,5,-10.275,1,0.0372,0.000503,0.00976,0.131,0.215,79.464,4
spotify:track:1qDMlFBTEfpu9rO8j0mzq9,"Lucky Girl","Morningside","Fazerdaze",2017-05-05,170996,41,false,,1970-01-01T00:00:00Z,"dream pop,shoegaze","Flying Nun Records",0.515,0.884,9,-7.297,1,0.043,0.0331,0.0904,0.312,0.703,173.012,4
spotify:track:1zYuc5YFYlFfSSq6IslHVY,"All You Children","All You Children","Jamie xx,The Avalanches",2024-07-30,254142,54,false,,1970-01-01T00:00:00Z,"","Young",0.759,0.82,10,-7.553,0,0.0465,0.00392,0.112,0.561,0.425,119.88,4
spotify:track:5ycn8M0WNGedabDuaH9mQT,"Labios Mordidos (with KAROL G)","ORQUÍDEAS","Kali Uchis,KAROL G",2024-01-12,195373,72,false,,1970-01-01T00:00:00Z,"reggaeton,latin,urbano latino","Geffen Records",0.709,0.891,0,-4.495,1,0.0491,0.305,0.000117,0.303,0.761,90.036,4
spotify:track:3jjsRKEsF42ccXf8kWR3nu,"Washing Machine Heart","Be the Cowboy","Mitski",2018-08-17,128198,86,false,,1970-01-01T00:00:00Z,"","Dead Oceans",0.613,0.822,9,-4.087,1,0.026,0.0092,0.506,0.429,0.567,105.997,4
